Names,Age,Total_Purchase,Account_Manager,Years,Num_Sites,Onboard_date,Location,Company,Churn,State,City,Tenure,Agegroup,Spendperyear,Siteperyear,HasAccountManager,Onboard_year,OnboardQuarter,CompanyRisk,EngagementScore,LoyaltyScore
Julie Moore,40,8911.91,0,6.99,10,2014-11-20 15:27:00,"67368 Karen Ford Suite 722 Gonzalezfort, MH 57379-8391",Huynh Inc,0,MH,Gonzalezfort,5-10years,35-45,1274.95,1.4,No,2014,4,0.0,69.9,1115.38
Nicole Jacobson,41,8783.13,1,6.2,7,2009-10-08 16:00:00,"029 Bill Alley Apt. 087 West Kenneth, UT 32896","Hoffman, Leach and Smith",0,UT,Kenneth,5-10years,35-45,1416.63,1.1,Yes,2009,4,0.0,43.4,1219.88
John Davis,35,12654.35,0,1.66,7,2011-11-01 14:43:00,"88854 Sarah Lake Suite 435 Lake Steven, MD 39080",Gordon-Pruitt,0,MD,Steven,1-3years,35-45,7623.1,4.2,No,2011,4,0.0,11.62,4757.27
Crystal Mccullough,40,6773.23,1,4.29,11,2006-10-17 12:23:00,"323 Adams Circles Andersonmouth, VI 05122-6749",Hall-Branch,0,VI,Andersonmouth,3-5years,35-45,1578.84,2.6,Yes,2006,4,0.0,47.19,1280.38
Michael Patterson,31,9574.89,0,7.34,8,2009-01-27 11:02:00,"8392 Heather Camp Mackenziefurt, NE 44919-3028","Anderson, Brown and Montes",0,NE,Mackenziefurt,5-10years,25-35,1304.48,1.1,No,2009,1,0.0,58.72,1148.07
Brianna White,45,9722.92,1,3.35,8,2006-01-07 19:04:00,"087 Kimberly Ridges Thomasbury, MA 73601",Alexander LLC,0,MA,Thomasbury,3-5years,45-55,2902.36,2.4,Yes,2006,1,0.0,26.8,2235.15
Austin Hays,41,9516.87,0,4.94,7,2008-06-15 03:31:00,"55004 Schmidt Fort Apt. 448 North Samanthaland, AR 63822",Austin Ltd,0,AR,Samanthaland,3-5years,35-45,1926.49,1.4,No,2008,2,0.0,34.580000000000005,1602.17
Tammy Kelley,38,6638.87,1,5.61,8,2014-07-20 09:42:00,"41822 Wright Loop Apt. 718 West Kendrabury, CO 10948-4798",Smith and Sons,0,CO,Kendrabury,5-10years,35-45,1183.4,1.4,Yes,2014,3,0.0,44.88,1004.37
Monique Delgado,30,10960.52,1,5.96,9,2007-03-04 02:41:00,"781 Cassie Flat Austinville, AS 10515-8328",Silva-Guerra,0,AS,Austinville,5-10years,25-35,1839.01,1.5,Yes,2007,1,0.0,53.64,1574.79
Timothy Mcdonald,52,11093.87,0,4.38,5,2016-09-30 14:28:00,"6685 Marie Unions Suite 385 West Kevinfort, MS 77092-9463",Smith-Hawkins,0,MS,Kevinfort,3-5years,45-55,2532.85,1.1,No,2016,3,0.0,21.9,2062.06
Donald Barrett,51,10323.07,1,7.03,9,2014-01-14 10:48:00,"107 Melissa Manors Suite 419 East Teresashire, ME 40421-3419",Zhang-Brown,0,ME,Teresashire,5-10years,45-55,1468.43,1.3,Yes,2014,1,0.0,63.27,1285.56
Darin Alexander,43,15858.91,1,4.51,8,2008-08-11 02:19:00,"82216 Garrison Coves Apt. 482 Heathertown, MS 60762",Anderson Group,0,MS,Heathertown,3-5years,35-45,3516.39,1.8,Yes,2008,3,0.0,36.08,2878.21
Joseph Taylor,40,11309.18,0,4.91,7,2008-08-07 15:34:00,"170 Kenneth Flats South James, AL 78065",Robertson-Nelson,0,AL,James,3-5years,35-45,2303.3,1.4,No,2008,3,0.0,34.370000000000005,1913.57
Catherine Martin,32,12142.99,0,5.01,7,2013-07-04 23:28:00,"75224 Powell Point Apt. 653 Lake Norma, AZ 05753",Lee Inc,0,AZ,Norma,5-10years,25-35,2423.75,1.4,No,2013,3,0.0,35.07,2020.46
Amber Carr,44,10965.95,1,4.11,8,2012-07-03 18:49:00,"95266 Mary Fort West Kennethmouth, WV 43523","Davis, Mccormick and Carson",0,WV,Kennethmouth,3-5years,35-45,2668.11,1.9,Yes,2012,3,0.0,32.88,2145.98
Brenda Walls,51,10877.81,1,8.35,8,2006-05-10 04:40:00,"078 Nunez Haven Suite 032 East Bradley, SC 36621-1197","Jones, Black and Schneider",0,SC,Bradley,5-10years,45-55,1302.73,1.0,Yes,2006,2,0.0,66.8,1163.4
Carol Young,38,7491.55,0,5.66,12,2015-07-28 21:21:00,"31037 Gregory Creek Brooksmouth, FL 10099",Dunn LLC,0,FL,Brooksmouth,5-10years,35-45,1323.6,2.1,No,2015,3,0.0,67.92,1124.86
James Shah,47,9324.49,1,4.91,6,2007-11-28 21:26:00,"66256 Danielle Ford New Maureen, MS 47550","Wilson, Collins and Lee",0,MS,Maureen,3-5years,45-55,1899.08,1.2,Yes,2007,4,0.0,29.46,1577.75
Julie Mitchell,45,9034.21,0,6.89,9,2011-06-20 01:07:00,"8195 Alan Junctions Lake Angela, SC 48151-1612",Jenkins-Johnson,0,SC,Angela,5-10years,45-55,1311.21,1.3,No,2011,2,0.0,62.01,1145.02
Martha Green,54,11856.28,0,6.19,8,2014-03-14 17:28:00,USCGC Patrick FPO AP 72386,"Anderson, Webb and Gordon",0,,72386,5-10years,45-55,1915.39,1.3,No,2014,1,0.0,49.52,1649.0
John Long,41,9191.02,1,5.89,9,2013-06-10 16:50:00,"3142 Michael Shores Apt. 648 Port Kyleview, MA 08135-5259","Hernandez, Peck and Martin",0,MA,Kyleview,5-10years,35-45,1560.44,1.5,Yes,2013,2,0.0,53.01,1333.97
Ricky Stewart,41,10617.16,0,6.26,8,2006-04-28 11:11:00,"927 Joseph Lights Lake Anthonyborough, ID 34724","Sutton, Black and Tate",0,ID,Anthonyborough,5-10years,35-45,1696.03,1.3,No,2006,2,0.0,50.08,1462.42
Cassandra Proctor,49,11321.2,0,4.89,10,2006-03-07 00:11:00,"1780 Sherry Circle Ruizbury, WI 73815-9062","Smith, Moran and Gonzales",0,WI,Ruizbury,3-5years,45-55,2315.17,2.0,No,2006,1,0.0,48.9,1922.11
Kenneth James,41,15516.52,0,3.53,10,2016-01-07 07:31:00,Unit 7222 Box 4339 DPO AP 13281,Wright Group,0,,13281,3-5years,35-45,4395.61,2.8,No,2016,1,0.0,35.3,3425.28
Shawn Hughes,52,5647.92,0,5.08,8,2009-03-16 00:10:00,"89503 Hurley Wells Suite 603 Port Garrettmouth, MI 00879",Powell-Medina,0,MI,Garrettmouth,5-10years,45-55,1111.8,1.6,No,2009,1,0.0,40.64,928.93
Kim Adams,30,8677.28,1,7.31,7,2006-10-13 13:08:00,"766 Vanessa Villages West Michelle, VA 51730","Wiley, Macdonald and Lewis",0,VA,Michelle,5-10years,25-35,1187.04,1.0,Yes,2006,4,0.0,51.169999999999995,1044.2
Katie Wagner,43,15423.03,1,2.41,7,2007-05-26 03:19:00,"4331 Tyler Fall Williamfurt, NC 10542-4839","Galloway, Thornton and Diaz",0,NC,Williamfurt,1-3years,35-45,6399.6,2.9,Yes,2007,2,0.0,16.87,4522.88
Joshua Cole,38,8097.01,0,4.32,7,2011-12-15 07:22:00,"65431 Elizabeth Rest Apt. 912 Lake Stephanie, SD 65477-1657",Miller LLC,0,SD,Stephanie,3-5years,35-45,1874.31,1.6,No,2011,4,0.0,30.240000000000002,1521.99
Tony Mathews,47,9148.74,1,6.38,8,2012-03-26 06:23:00,"8471 Jason Spur Jasminemouth, AL 19070","Navarro, Williams and Escobar",0,AL,Jasminemouth,5-10years,45-55,1433.97,1.3,Yes,2012,1,0.0,51.04,1239.67
Andrew Kent,45,12374.97,0,4.66,7,2011-12-24 17:00:00,"79904 Jacobson Wells Apt. 852 Josephfort, NV 94414","Briggs, Cross and Norris",0,NV,Josephfort,3-5years,45-55,2655.57,1.5,No,2011,4,0.0,32.620000000000005,2186.39
Nancy Riley,36,8646.72,0,6.33,8,2007-04-23 20:03:00,"65795 Shepard Flats New Sheila, NJ 22914-4957","Thompson, Mendez and Morales",0,NJ,Sheila,5-10years,35-45,1365.99,1.3,No,2007,2,0.0,50.64,1179.63
Dr. Tina Le,53,10338.09,1,5.07,7,2007-04-07 09:21:00,"94016 Hill Village Suite 984 New Kristyfort, TN 68508-8351",Steele LLC,0,TN,Kristyfort,5-10years,45-55,2039.07,1.4,Yes,2007,2,0.0,35.49,1703.14
Jonathan Brown,38,13019.89,1,6.65,8,2011-01-24 12:28:00,"073 Ryan Haven Suite 323 New Jonathan, DC 25812-0853",Munoz-Pearson,0,DC,Jonathan,5-10years,35-45,1957.88,1.2,Yes,2011,1,0.0,53.2,1701.95
Amy Baldwin,41,13743.42,0,3.92,9,2009-11-01 10:37:00,"596 Erica Route Apt. 258 New Janice, IN 57273",Morgan-Garcia,0,IN,Janice,3-5years,35-45,3505.97,2.3,No,2009,4,0.0,35.28,2793.38
Gary Bryant,39,8646.2,0,2.94,9,2010-07-21 16:56:00,"636 John Road Suite 304 Morrisonshire, MN 04090-3035",Newman-Phillips,0,MN,Morrisonshire,1-3years,35-45,2940.88,3.1,No,2010,3,0.0,26.46,2194.47
Jeffrey Thompson,42,6523.74,0,2.71,8,2013-06-06 03:51:00,"7280 Douglas River Apt. 701 Suzanneport, KS 56534","Peters, Rodriguez and Smith",0,KS,Suzanneport,1-3years,35-45,2407.28,3.0,No,2013,2,0.0,21.68,1758.42
Johnny Watts,56,8626.48,1,5.07,7,2011-06-13 05:25:00,"62761 Edwin Overpass Joshuabury, PA 98754-4095","Jacobs, Martinez and Bond",0,PA,Joshuabury,5-10years,55-65,1701.48,1.4,Yes,2011,2,0.0,35.49,1421.17
Stephanie Juarez,41,5191.08,0,6.29,7,2016-12-07 02:57:00,"026 Brown Springs Suite 306 Lindsayville, MD 06840","Gonzalez, Willis and Moody",0,MD,Lindsayville,5-10years,35-45,825.29,1.1,No,2016,4,0.0,44.03,712.08
James Velazquez,38,7097.52,1,4.68,6,2009-08-11 09:43:00,"91449 Warren Land Hallberg, SD 39520-2416","Williams, Wilcox and Mitchell",0,SD,Hallberg,3-5years,35-45,1516.56,1.3,Yes,2009,3,0.0,28.08,1249.56
Erin Hall,41,13277.82,0,4.84,9,2009-02-21 05:30:00,"43775 Michael Curve Apt. 937 South Patricia, MN 13454-1801",Lawson-Carter,0,MN,Patricia,3-5years,35-45,2743.35,1.9,No,2009,1,0.0,43.56,2273.6
Justin Campos,53,3263.0,1,2.77,9,2013-11-11 22:49:00,"3483 Davis Viaduct Guzmanmouth, RI 60858",Hall-Butler,0,RI,Guzmanmouth,1-3years,45-55,1177.98,3.2,Yes,2013,4,0.0,24.93,865.52
Jessica Flores,52,14669.61,0,6.28,9,2012-08-30 14:53:00,"38975 Jennifer Harbor Apt. 491 West Cody, WA 38692-1960",Wright Ltd,0,WA,Cody,5-10years,45-55,2335.93,1.4,No,2012,3,0.0,56.52,2015.06
Richard Bell,47,13359.2,1,4.55,8,2016-07-29 08:39:00,"007 Davis Squares Flynnchester, SC 79849",Anderson Group,0,SC,Flynnchester,3-5years,45-55,2936.09,1.8,Yes,2016,3,0.0,36.4,2407.06
Betty Bowers,43,12078.39,1,6.06,6,2014-10-31 16:00:00,"79062 Henson Expressway Williamsview, PR 54326-7935",Davis Ltd,0,PR,Williamsview,5-10years,35-45,1993.13,1.0,Yes,2014,4,0.0,36.36,1710.82
Rebekah Burns,48,8513.75,1,8.24,10,2009-11-19 11:01:00,"81006 Armstrong Falls Suite 944 New Kellyborough, SD 34820-7157","Bruce, Craig and Fletcher",0,SD,Kellyborough,5-10years,45-55,1033.22,1.2,Yes,2009,4,0.0,82.4,921.4
James Rivas,38,9557.2,0,4.47,8,2007-01-10 07:29:00,"90866 Harmon Radial North Jennifermouth, MI 55389","Allen, Hernandez and Bryant",0,MI,Jennifermouth,3-5years,35-45,2138.08,1.8,No,2007,1,0.0,35.76,1747.2
Robert Terry,44,6517.22,0,4.55,12,2010-04-23 00:50:00,"3480 Joseph Hollow South Stanley, ME 17014-2360",Cole-Hartman,0,ME,Stanley,3-5years,35-45,1432.36,2.6,No,2010,2,0.0,54.599999999999994,1174.27
Christian Mann,40,4762.81,1,5.12,10,2008-03-10 01:30:00,"53545 Susan Views Suite 594 New Pamela, OK 73980-0288",Gallagher-Foster,0,OK,Pamela,5-10years,35-45,930.24,2.0,Yes,2008,1,0.0,51.2,778.24
Christopher Yates,45,6452.83,1,4.41,6,2012-08-20 15:56:00,"PSC 7127, Box 3035 APO AP 88800-1111","Hernandez, Middleton and Brewer",0,Box,7127,3-5years,45-55,1463.23,1.4,Yes,2012,3,0.0,26.46,1192.76
Cynthia Daniels,31,8688.21,0,3.58,7,2007-09-06 18:15:00,"496 Klein Ports Quinnstad, NE 67656",Jackson-Terry,0,NE,Quinnstad,3-5years,25-35,2426.87,2.0,No,2007,3,0.0,25.060000000000002,1896.99
Kellie Ryan,32,12254.75,1,5.32,9,2014-05-26 11:13:00,"275 Patricia Hills Ronnieborough, AK 71437-9508","Reeves, Flores and Bauer",0,AK,Ronnieborough,5-10years,25-35,2303.52,1.7,Yes,2014,2,0.0,47.88,1939.04
David Payne,39,5914.3,1,2.3,9,2008-03-30 06:50:00,"882 Schneider Inlet Paigeburgh, NJ 33304",Aguirre LLC,0,NJ,Paigeburgh,1-3years,35-45,2571.43,3.9,Yes,2008,1,0.0,20.7,1792.21
Henry Cook,45,11486.53,1,5.5,7,2009-12-08 00:18:00,"071 Michelle Green New Jasonview, AL 90525-9261","Newton, Shepard and Berg",0,AL,Jasonview,5-10years,45-55,2088.46,1.3,Yes,2009,4,0.0,38.5,1767.16
Jamie Moore,51,6114.85,1,4.7,9,2013-11-10 01:54:00,"435 Hernandez Inlet Apt. 727 Josephfort, RI 51403",Herrera-Dodson,0,RI,Josephfort,3-5years,45-55,1301.03,1.9,Yes,2013,4,0.0,42.300000000000004,1072.78
Kimberly Lewis,52,11828.78,0,5.95,10,2013-09-17 17:17:00,Unit 6752 Box 0928 DPO AA 53116-2490,Fischer-Garrison,0,,53116-2490,5-10years,45-55,1988.03,1.7,No,2013,3,0.0,59.5,1701.98
Darren Chavez,35,10166.67,0,4.65,10,2009-11-17 17:45:00,"PSC 5667, Box 8312 APO AP 00654","Hatfield, Lane and Solomon",0,Box,5667,3-5years,35-45,2186.38,2.2,No,2009,4,0.0,46.5,1799.41
Andrea George,43,12691.45,0,4.45,11,2014-09-19 08:46:00,"9089 Jennifer Brooks Suite 571 New Lisa, WA 53342-5359","Johnson, Fields and Anderson",0,WA,Lisa,3-5years,35-45,2852.01,2.5,No,2014,3,0.0,48.95,2328.71
Luis Evans,45,9903.78,1,5.31,9,2009-05-19 07:17:00,"9273 Scott Springs Suite 665 Mcintyreland, DC 54306","Coffey, Lopez and Taylor",0,DC,Mcintyreland,5-10years,45-55,1865.12,1.7,Yes,2009,2,0.0,47.79,1569.54
Jonathan Collier,46,10363.63,0,5.84,10,2016-08-10 20:11:00,Unit 2672 Box 5909 DPO AE 56165-8636,"Turner, Hodges and Turner",0,,56165-8636,5-10years,45-55,1774.59,1.7,No,2016,3,0.0,58.4,1515.15
James Adkins,35,8475.8,0,3.37,11,2013-09-10 12:56:00,"2311 Henderson Centers Conniehaven, MP 16886-3947","Taylor, Reynolds and Hoffman",0,MP,Conniehaven,3-5years,35-45,2515.07,3.3,No,2013,3,0.0,37.07,1939.54
Tamara Keith,39,13091.92,1,4.74,9,2014-01-13 13:54:00,"82367 Austin Square Suite 115 New Cheyenne, UT 08356-0301",Mueller Ltd,0,UT,Cheyenne,3-5years,35-45,2762.01,1.9,Yes,2014,1,0.0,42.660000000000004,2280.82
Teresa Thompson,37,13036.52,1,3.83,6,2009-02-26 12:56:00,"762 Donald Field Suite 361 South Ronald, ME 08806","Snow, Martin and Fowler",0,ME,Ronald,3-5years,35-45,3403.79,1.6,Yes,2009,1,0.0,22.98,2699.07
Andrea Ortiz,40,9521.35,0,5.8,9,2009-01-12 14:37:00,"7645 Huff Lights Suite 209 Stephenmouth, GA 01888","Barron, Tapia and Black",0,GA,Stephenmouth,5-10years,35-45,1641.61,1.6,No,2009,1,0.0,52.199999999999996,1400.2
Stefanie Miranda,37,5039.46,0,4.08,8,2007-09-12 16:27:00,"002 Gutierrez Mountains Hayesburgh, GU 73502-4691",Morrison-Pennington,0,GU,Hayesburgh,3-5years,35-45,1235.16,2.0,No,2007,3,0.0,32.64,992.02
Becky Cardenas,51,13762.79,0,7.52,9,2006-09-11 04:55:00,"9103 David Drives Wilsonport, PA 79287",Lewis LLC,0,PA,Wilsonport,5-10years,45-55,1830.16,1.2,No,2006,3,0.0,67.67999999999999,1615.35
Maria Stanley,46,8941.92,1,5.43,9,2010-01-15 17:22:00,"17836 Julie Drives North Thomas, MI 27198","Conner, Munoz and Wilson",0,MI,Thomas,5-10years,45-55,1646.76,1.7,Yes,2010,1,0.0,48.87,1390.66
Judy Montes,32,12479.72,0,4.67,8,2015-03-20 02:09:00,"405 Amanda Junctions West Dustinshire, MH 84757-2573",Fischer PLC,0,MH,Dustinshire,3-5years,25-35,2672.32,1.7,No,2015,1,0.0,37.36,2201.01
Nicole Williams,41,9139.73,1,5.15,10,2011-08-21 01:38:00,"05077 Richard Lane Apt. 002 New Tracy, FM 56599-7849","Bautista, Strong and Campbell",0,FM,Tracy,5-10years,35-45,1774.7,1.9,Yes,2011,3,0.0,51.5,1486.13
Dalton Sexton,46,10406.58,0,7.24,11,2015-10-24 15:49:00,"91864 Tommy Manor Suite 933 East Tyrone, MN 86821","Hall, Taylor and Charles",0,MN,Tyrone,5-10years,45-55,1437.37,1.5,No,2015,4,0.0,79.64,1262.93
Michael Payne,44,11768.65,0,5.54,7,2006-03-06 00:42:00,"59672 Nash Cove Apt. 855 Jeremyshire, GU 93725",Campbell-Davenport,0,GU,Jeremyshire,5-10years,35-45,2124.31,1.3,No,2006,1,0.0,38.78,1799.49
Keith Bowman,46,14664.0,0,6.54,8,2012-09-30 02:34:00,"36569 Richard Run Jacksonmouth, MN 02512",Garrett-Turner,0,MN,Jacksonmouth,5-10years,45-55,2242.2,1.2,No,2012,3,0.0,52.32,1944.83
Jason Phillips,46,8418.81,1,7.19,6,2014-09-29 00:31:00,"8928 Benjamin Summit Suite 264 North Samanthabury, AR 01364-7776",Davis-Bass,0,AR,Samanthabury,5-10years,45-55,1170.91,0.8,Yes,2014,3,0.0,43.14,1027.94
Christopher Daniels,34,6461.86,1,4.61,8,2008-10-15 13:31:00,"88563 Jeffery Manor North Mathew, OK 19970-2973",Schultz-Newman,0,OK,Mathew,3-5years,25-35,1401.7,1.7,Yes,2008,4,0.0,36.88,1151.85
Lindsey Moreno,39,14317.2,0,5.03,7,2014-12-02 15:56:00,"38769 Zachary Road Apt. 706 Port Michaelview, MA 73304-2019",Davies-Braun,0,MA,Michaelview,5-10years,35-45,2846.36,1.4,No,2014,4,0.0,35.21,2374.33
James Evans,42,4492.44,1,6.43,9,2013-01-16 16:29:00,"17140 Andrea Motorway Apt. 798 Amychester, WV 88972-7283",Hughes Ltd,0,WV,Amychester,5-10years,35-45,698.67,1.4,Yes,2013,1,0.0,57.87,604.64
Kristine Moreno,29,13240.01,1,4.58,6,2012-08-09 16:07:00,"541 Mills Rest Lake Cynthia, PR 71752",Garcia Ltd,0,PR,Cynthia,3-5years,25-35,2890.83,1.3,Yes,2012,3,0.0,27.48,2372.76
Stefanie Whitaker,35,7814.68,1,5.99,9,2013-08-27 00:56:00,"7967 Waters Way Suite 678 New Ericport, HI 48528",King-Frye,0,HI,Ericport,5-10years,35-45,1304.62,1.5,Yes,2013,3,0.0,53.910000000000004,1117.98
Monica Todd,35,11255.38,0,6.28,4,2007-04-04 08:32:00,"104 Ruben Rapid Apt. 107 New Andrea, FM 58602",Peterson PLC,0,FM,Andrea,5-10years,35-45,1792.26,0.6,No,2007,2,0.0,25.12,1546.07
Matthew Beck,49,13165.68,0,5.49,9,2010-02-10 17:43:00,"29322 Linda Via Martinside, IA 14495",Taylor-Cain,0,IA,Martinside,5-10years,45-55,2398.12,1.6,No,2010,1,0.0,49.410000000000004,2028.61
Donna Good,37,12713.9,0,9.15,8,2009-11-23 17:54:00,USNV Hill FPO AE 43418,"Alexander, Goodwin and Johnson",0,,43418,5-10years,35-45,1389.5,0.9,No,2009,4,0.0,73.2,1252.6
Sarah Flores,40,11527.08,1,5.04,8,2007-11-17 09:06:00,USNV Morgan FPO AE 62096-4614,"Cervantes, Rice and Strickland",0,,62096-4614,5-10years,35-45,2287.12,1.6,Yes,2007,4,0.0,40.32,1908.46
Joshua Kirby,54,8375.73,1,4.42,7,2007-10-24 03:45:00,"5079 Cole Circle New Patriciaton, CT 49306-7555",Moore-Johnson,0,CT,Patriciaton,3-5years,45-55,1894.96,1.6,Yes,2007,4,0.0,30.939999999999998,1545.34
Keith Robertson,41,11968.78,0,5.08,6,2010-11-21 12:52:00,"52601 Burns Lane West Courtney, TN 00410-3545",Spencer Group,0,TN,Courtney,5-10years,35-45,2356.06,1.2,No,2010,4,0.0,30.48,1968.55
Dustin Dodson,48,7761.2,0,7.02,9,2011-01-12 13:52:00,USNV Villanueva FPO AE 89160-6979,"Serrano, Moss and Bass",0,,89160-6979,5-10years,45-55,1105.58,1.3,No,2011,1,0.0,63.17999999999999,967.73
Frances Jenkins,32,6367.22,1,2.84,10,2015-01-03 18:57:00,"80428 Harris Islands Ethanfurt, CT 42032-8161",Boyd-King,0,CT,Ethanfurt,1-3years,25-35,2241.98,3.5,Yes,2015,1,0.0,28.4,1658.13
Deborah Meyer,44,7599.36,1,6.41,6,2008-01-10 11:48:00,"47051 Luna Mission North Susanchester, MH 55279-4332",Smith Group,0,MH,Susanchester,5-10years,35-45,1185.55,0.9,Yes,2008,1,0.0,38.46,1025.55
Latasha Schwartz,40,7642.2,0,5.04,9,2007-11-11 17:05:00,"90098 Lloyd Drive North Johnside, AR 39045-5361",Chambers-Wyatt,0,AR,Johnside,5-10years,35-45,1516.31,1.8,No,2007,4,0.0,45.36,1265.26
Ashley Jacobs,38,11621.67,1,6.11,9,2013-07-06 19:20:00,"018 Mark Centers Suite 973 Mckinneyland, VT 26361-8406",Williamson-Walker,0,VT,Mckinneyland,5-10years,35-45,1902.07,1.5,Yes,2013,3,0.0,54.99,1634.55
Michael Brown,47,9365.92,1,4.37,5,2013-06-10 21:51:00,"4972 Michael Village Suite 788 West Rachelstad, NH 04946-6243","Smith, Diaz and Warren",0,NH,Rachelstad,3-5years,45-55,2143.23,1.1,Yes,2013,2,0.0,21.85,1744.12
Darlene Cain,29,12711.15,0,5.74,7,2011-08-10 21:19:00,"33852 Susan Pine Apt. 606 Lake Spencer, KY 80977",Velasquez PLC,0,KY,Spencer,5-10years,25-35,2214.49,1.2,No,2011,3,0.0,40.18,1885.93
Abigail Gonzalez,55,8243.28,0,3.54,6,2014-01-09 19:52:00,"325 Lawrence Crossing Suite 269 South Josephhaven, OK 53193-5178",Nelson PLC,0,OK,Josephhaven,3-5years,55-65,2328.61,1.7,No,2014,1,0.0,21.240000000000002,1815.7
Christina Martin,51,10269.97,1,4.85,8,2007-08-09 12:55:00,"43807 Barnes Bridge Lake Richardport, AR 10206-6207","Carroll, Green and Jones",0,AR,Richardport,3-5years,45-55,2117.52,1.6,Yes,2007,3,0.0,38.8,1755.55
Robert Adams,38,13366.66,1,5.64,7,2008-06-10 21:06:00,"675 David Bypass Suite 331 West Andrea, VA 63193",Powers Ltd,0,VA,Andrea,5-10years,35-45,2369.98,1.2,Yes,2008,2,0.0,39.48,2013.05
Megan Avila,40,12401.58,1,5.75,9,2013-11-18 16:25:00,Unit 6546 Box 3116 DPO AE 29548,"Roberts, Edwards and Young",0,,29548,5-10years,35-45,2156.8,1.6,Yes,2013,4,0.0,51.75,1837.27
Ann White,43,8950.33,0,6.76,9,2008-06-25 00:45:00,"91968 Pena Stream Apt. 094 New Justin, GU 24101",Hancock LLC,0,GU,Justin,5-10years,35-45,1324.01,1.3,No,2008,2,0.0,60.839999999999996,1153.39
Dr. Lauren Brown,41,10806.13,1,4.0,6,2010-01-27 13:34:00,"964 Long Road Suite 539 New Sharonmouth, ID 56171-3878",Morales PLC,0,ID,Sharonmouth,3-5years,35-45,2701.53,1.5,Yes,2010,1,0.0,24.0,2161.23
Shane Jones,38,7713.12,1,5.41,9,2016-02-15 15:45:00,"PSC 2239, Box 8378 APO AA 67843",Wise Inc,0,Box,2239,5-10years,35-45,1425.72,1.7,Yes,2016,1,0.0,48.69,1203.29
Amanda Moore,40,12455.75,1,6.64,9,2010-01-03 06:33:00,"356 Vickie Vista North Michaelstad, WA 26856","Green, Jackson and Green",0,WA,Michaelstad,5-10years,35-45,1875.87,1.4,Yes,2010,1,0.0,59.76,1630.33
Daniel Thompson,33,7492.9,0,6.71,7,2009-10-13 17:35:00,"243 Laura Gateway Mitchellport, FL 53705-6256",Maldonado-Goodwin,0,FL,Mitchellport,5-10years,25-35,1116.68,1.0,No,2009,4,0.0,46.97,971.84
Andrew Moreno,43,12068.39,1,3.59,7,2008-03-28 21:32:00,"60669 Rivera Lights Suite 982 Michaelside, AK 96751",Williams Group,0,AK,Michaelside,3-5years,35-45,3361.67,1.9,Yes,2008,1,0.0,25.13,2629.28
Catherine Lucas,40,7837.67,1,5.66,11,2009-05-18 15:10:00,"979 Joel Run Suite 561 Darlenetown, WA 27272",Andrade-Cook,0,WA,Darlenetown,5-10years,35-45,1384.75,1.9,Yes,2009,2,0.0,62.260000000000005,1176.83
Natalie Williams,45,9721.59,0,3.43,9,2006-07-24 16:11:00,"5605 Dunn Union Suite 923 Shanefort, IL 28178-4110",Nguyen Ltd,0,IL,Shanefort,3-5years,45-55,2834.28,2.6,No,2006,3,0.0,30.87,2194.49
Mark Gordon,41,10028.23,1,5.52,9,2007-11-25 17:41:00,"56171 Hunt Fall Herreratown, OR 59549",Cole-Johnson,0,OR,Herreratown,5-10years,35-45,1816.71,1.6,Yes,2007,4,0.0,49.67999999999999,1538.07
Mrs. Ashley Guerra,34,10466.56,0,5.34,7,2016-11-07 08:01:00,"3314 Lisa Row Suite 484 Port Stephanieview, KY 15941-8359",Garza PLC,0,KY,Stephanieview,5-10years,25-35,1960.03,1.3,No,2016,4,0.0,37.379999999999995,1650.88
Emily Roberson,36,12879.7,0,4.7,9,2013-07-08 19:24:00,"41199 Welch Stravenue Apt. 518 South Crystalshire, IA 58998-2407",Clements-Summers,0,IA,Crystalshire,3-5years,35-45,2740.36,1.9,No,2013,3,0.0,42.300000000000004,2259.6
Matthew Lane,49,13078.28,1,4.06,8,2008-02-22 10:20:00,"59446 Kaufman Trace East Josephburgh, HI 36514","Carter, Brown and Richards",0,HI,Josephburgh,3-5years,45-55,3221.25,2.0,Yes,2008,1,0.0,32.48,2584.64
Darren Brown,49,11584.59,1,4.84,6,2010-05-28 21:29:00,"080 Amber Village Apt. 472 Schroederbury, AZ 32357",Hall PLC,0,AZ,Schroederbury,3-5years,45-55,2393.51,1.2,Yes,2010,2,0.0,29.04,1983.66
Alyssa Harper DDS,45,9874.69,1,2.41,9,2006-09-04 07:20:00,"63593 Hector Mission South Williambury, IA 79862-2416",Garza-Alexander,0,IA,Williambury,1-3years,45-55,4097.38,3.7,Yes,2006,3,0.0,21.69,2895.8
Jennifer Wood,48,11585.16,0,4.61,9,2012-03-13 03:24:00,Unit 5568 Box 1967 DPO AE 15638,"Gray, Campbell and Chandler",0,,15638,3-5years,45-55,2513.05,2.0,No,2012,1,0.0,41.49,2065.09
Taylor Grant,39,10643.67,0,5.54,10,2015-05-16 14:20:00,Unit 2836 Box 5288 DPO AP 28958-4427,Barnett-Herrera,0,,28958-4427,5-10years,35-45,1921.24,1.8,No,2015,2,0.0,55.4,1627.47
